annee;nom;prenom;code_categorie_iuf;categorie_iuf;code_reconduction_iuf;reconduction_iuf;code_sexe;sexe;code_section_cnu;section_cnu;code_groupe_cnu;groupe_cnu;code_secteur_cnu;secteur_disciplinaire;code_groupe_corps;groupe_de_corps;code_uai;numero_national_de_structure_de_recherche;unite_de_recherche;code_academie;academie;code_region;region;code_pres;pres;code_idex;idex;latitude;longitude;discipline_nomenclature;etablissement
1995;BROMBERGER;CHRISTIAN;2;Senior;0;Nouvelle candidature;1;Hommes;20;Section 20 - Anthropologie, ethnologie, prehistoire;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Lettres et sciences humaines>Sciences humaines>Section 20 - Anthropologie, ethnologie, prehistoire;Aix-Marseille universite
1995;ARNOLD;VLADIMIR;2;Senior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0750736T;;;1;Paris;11;Île-de-France;0755575C;PRES Paris Sciences et Lettres - Quartier latin;4;IDEX PSL;48.8711494;2.2752911;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris-Dauphine
1996;PALE;PATRICK;1;Junior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0673021V;;;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite de Strasbourg
1997;MOREAUX;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;;;0311382J;;;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.60635;1.4356166;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Toulouse 1 - Capitole
1997;MONIN;JEAN-LOUIS;1;Junior;0;Nouvelle candidature;1;Hommes;34;Section 34 - Astronomie, astrophysique;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0383493R;199512009E;Laboratoire d'Astrophysique de Grenoble;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Sciences de la terre>Section 34 - Astronomie, astrophysique;Universite de Grenoble Alpes
1997;METIVIER;GUY;2;Senior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0350936C;;;14;Rennes;53;Bretagne;0352756F;Universite Bretagne Loire;;Hors IDEX;48.1160566;-1.6741421;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite de Rennes 1
1997;LITTELMANN;PETER;1;Junior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;2;Maîtres de conferences et assimiles;0673021V;;;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite de Strasbourg
1997;HELEIN;FREDERIC;1;Junior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0940607Z;199712632Y;Institut de Mathematiques de Jussieu - Paris Rive Gauche;24;Creteil;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.7891043;2.325316;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;ecole normale superieure de Cachan
1997;FOUGEREAU;MICHEL;2;Senior;1;Reconduction;1;Hommes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Aix-Marseille universite
1997;COUDER;YVES;2;Senior;1;Reconduction;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;;;0751723R;;;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite Paris Diderot
1997;CORBIN;ALAIN;2;Senior;1;Reconduction;1;Hommes;;;;;;;;;0751717J;;;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;;Universite Paris 1 - Pantheon Sorbonne
1997;COLLET;ANDRE;2;Senior;1;Reconduction;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;;;0694123G;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;ecole normale superieure de Lyon
1997;BROUSSET;PIERRE;1;Junior;0;Nouvelle candidature;1;Hommes;42;Section 42 - Sciences morphologiques;14;Medecine;4;Sante;2;Maîtres de conferences et assimiles;0311384L;;;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5570857;1.4660794;Sante>Medecine>Section 42 - Sciences morphologiques;Universite de Toulouse 3 - Paul Sabatier
1997;BISMUT;JEAN-MICHEL;2;Senior;1;Reconduction;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0911101C;199812953T;Laboratoire de Mathematiques d'Orsay;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris-Sud
1997;BARRAT;JEAN-LOUIS;1;Junior;0;Nouvelle candidature;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;1;Professeurs et assimiles;0691774D;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite Claude Bernard - Lyon 1
1997;ANGELIER;JACQUES;2;Senior;0;Nouvelle candidature;1;Hommes;36;Section 36 - Terre solide : geodynamique des enveloppes superieures, paleo-biosphère;8;Sciences de la terre;3;Sciences;;;0751722P;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Sciences de la terre>Section 36 - Terre solide : geodynamique des enveloppes superieures, paleo-biosphère;Universite Pierre et Marie Curie
1998;TROPER;MICHEL;2;Senior;1;Reconduction;1;Hommes;2;Section 2 - Droit public;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0921204J;;;25;Versailles;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9047283;2.2088302;Droit et sciences economiques>Droit et Science politique>Section 2 - Droit public;Universite Paris Ouest Nanterre La Defense
1998;SCHWARTZ;YVES;2;Senior;1;Reconduction;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Aix-Marseille universite
1998;SALZET;MICHEL;1;Junior;0;Nouvelle candidature;1;Hommes;68;Section 68 - Biologie des organismes;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0593559Y;200212691R;Neuroimmunologie des Annelides;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.611588;3.1424952;Sciences>Biologie et Biochimie>Section 68 - Biologie des organismes;Universite Lille 1 - Sciences technologies
1998;PIRONNEAU;OLIVIER;2;Senior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;;;0751722P;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite Pierre et Marie Curie
1998;PIGEAUD;JACKIE;2;Senior;1;Reconduction;1;Hommes;8;Section 8 - Langues et litteratures anciennes;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0440984F;;;17;Nantes;52;Pays de la Loire;0442665H;PRES Universite Nantes Angers Maine;;Hors IDEX;47.2096489;-1.5557859;Lettres et sciences humaines>Langues et Litteratures>Section 8 - Langues et litteratures anciennes;Universite de Nantes
1998;PHILIPPE;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;;;0350936C;;;14;Rennes;53;Bretagne;0352756F;Universite Bretagne Loire;;Hors IDEX;48.1160566;-1.6741421;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Universite de Rennes 1
1998;NICOLAS;ADOLPHE;2;Senior;1;Reconduction;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0342321N;199512006B;Laboratoire de Tectonophysique;11;Montpellier;91;Languedoc-Roussillon;;Hors PRES;;Hors IDEX;43.598480227;3.8968741573;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite de Montpellier
1998;MAINGUET;MONIQUE;2;Senior;0;Nouvelle candidature;2;Femmes;23;Section 23 - Geographie physique, humaine, economique et regionale;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0511296G;;;19;Reims;21;Champagne-Ardenne;0512141A;Universite de Champagne;;Hors IDEX;49.2559012;4.0401271;Lettres et sciences humaines>Sciences humaines>Section 23 - Geographie physique, humaine, economique et regionale;Universite de Reims Champagne-Ardenne
1998;LETOUBLON;FRANCOISE;2;Senior;1;Reconduction;2;Femmes;8;Section 8 - Langues et litteratures anciennes;3;Langues et Litteratures;2;Lettres et sciences humaines;;;0383493R;;;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Lettres et sciences humaines>Langues et Litteratures>Section 8 - Langues et litteratures anciennes;Universite de Grenoble Alpes
1998;LE BOURLOT;JACQUES;1;Junior;0;Nouvelle candidature;1;Hommes;29;Section 29 - Constituants elementaires;6;Physique;3;Sciences;1;Professeurs et assimiles;0751723R;199812956W;Laboratoire d'Astrophysique Extragalactique et de Cosmologie;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Physique>Section 29 - Constituants elementaires;Universite Paris Diderot
1998;KELLAY;HAMID;1;Junior;0;Nouvelle candidature;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;2;Maîtres de conferences et assimiles;0333298F;;;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.825822;-0.60653;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite de Bordeaux
1998;COHEN;ALBERT;1;Junior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0751722P;199712644L;Laboratoire Jacques-Louis Lions;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite Pierre et Marie Curie
1998;CLAVIN;PAUL;2;Senior;1;Reconduction;1;Hommes;62;Section 62 - Energetique, genie des procedes;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;;;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 62 - Energetique, genie des procedes;Aix-Marseille universite
1998;BROUE;MICHEL;2;Senior;1;Reconduction;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0751723R;;;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris Diderot
1998;BOOTSMA;REINOUD-JAN;1;Junior;0;Nouvelle candidature;1;Hommes;74;Section 74 - Sciences et techniques des activites physiques et sportives;13;STAPS;5;STAPS;1;Professeurs et assimiles;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;STAPS>STAPS>Section 74 - Sciences et techniques des activites physiques et sportives;Aix-Marseille universite
1999;ZOULIM;FABIEN;1;Junior;0;Nouvelle candidature;1;Hommes;52;Section 52 - Maladie des appareils digestif et urinaire;14;Medecine;4;Sante;;;0691774D;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sante>Medecine>Section 52 - Maladie des appareils digestif et urinaire;Universite Claude Bernard - Lyon 1
1999;RUIZ FABRI;HELENE;1;Junior;0;Nouvelle candidature;2;Femmes;2;Section 2 - Droit public;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0751717J;;;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;Droit et sciences economiques>Droit et Science politique>Section 2 - Droit public;Universite Paris 1 - Pantheon Sorbonne
1999;ROULAND;NORBERT;2;Senior;0;Nouvelle candidature;1;Hommes;3;Section 3 - Histoire du droit et des institutions;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Droit et sciences economiques>Droit et Science politique>Section 3 - Histoire du droit et des institutions;Aix-Marseille universite
1999;INGLEBERT;HERVE;1;Junior;0;Nouvelle candidature;1;Hommes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;;;0623957P;;;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.284989;2.7910283;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite d'Artois
1999;GLORIEUX;PIERRE;2;Senior;1;Reconduction;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0593559Y;;;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.611588;3.1424952;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite Lille 1 - Sciences technologies
1999;FONTAINE;JEAN-MARC;2;Senior;1;Reconduction;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0911101C;199812953T;Laboratoire de Mathematiques d'Orsay;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris-Sud
1999;BANSAT BOUDON;LYNE;2;Senior;0;Nouvelle candidature;2;Femmes;15;Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;3;Langues et Litteratures;2;Lettres et sciences humaines;;;0593561A;;;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.626623;3.125444;Lettres et sciences humaines>Langues et Litteratures>Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;Universite Lille 3 - Charles-de-Gaulle
2000;WEILL;JEAN-CLAUDE;2;Senior;0;Nouvelle candidature;1;Hommes;47;Section 47 - Hematologie, immunologie, transfusion, cancerologie et genetique, (biologie et pathologie);14;Medecine;4;Sante;1;Professeurs et assimiles;0751721N;;;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8512077;2.3407847;Sante>Medecine>Section 47 - Hematologie, immunologie, transfusion, cancerologie et genetique, (biologie et pathologie);Universite Paris Descartes
2000;VAROPOULOS;NICHOLAS;2;Senior;1;Reconduction;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0751722P;199712632Y;Institut de Mathematiques de Jussieu - Paris Rive Gauche;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Pierre et Marie Curie
2000;RABATE;DOMINIQUE;1;Junior;0;Nouvelle candidature;1;Hommes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0331766R;;;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.7950831;-0.6111858;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite Bordeaux-Montaigne
2000;MOHAMMADI;BIJAN;1;Junior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0342321N;;;11;Montpellier;91;Languedoc-Roussillon;;Hors PRES;;Hors IDEX;43.598480227;3.8968741573;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite de Montpellier
2000;MILLOT;GUY;1;Junior;0;Nouvelle candidature;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0211237F;199411721W;Laboratoire de Physique de l'Universite de Bourgogne;7;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comte;;Hors IDEX;47.3141097;5.0663779;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite de Bourgogne
2000;LIBERMAN;GAUTHIER;1;Junior;0;Nouvelle candidature;1;Hommes;8;Section 8 - Langues et litteratures anciennes;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0921204J;;;25;Versailles;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9047283;2.2088302;Lettres et sciences humaines>Langues et Litteratures>Section 8 - Langues et litteratures anciennes;Universite Paris Ouest Nanterre La Defense
2000;LESIEUR;MARCEL;2;Senior;1;Reconduction;1;Hommes;60;Section 60 - Mecanique, genie mecanique, genie civil;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;1;Professeurs et assimiles;0381912X;;;8;Grenoble;82;Rhône-Alpes;0383412C;Universite Grenoble Alpes;;Hors IDEX;45.1907112;5.7174034;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 60 - Mecanique, genie mecanique, genie civil;Grenoble INP
2000;JAFFRO;LAURENT;1;Junior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751717J;200014595U;Philosophies et Rationalites;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite Paris 1 - Pantheon Sorbonne
2000;GOEDGEBUER;JEAN-PIERRE;2;Senior;0;Nouvelle candidature;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0251215K;;;3;Besançon;43;Franche-Comte;0212207K;PRES Bourgogne Franche-Comte;;Hors IDEX;47.2404508;6.0227151;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite de Franche-Comte
2000;CLARKE;FRANCIS;2;Senior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0691774D;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Claude Bernard - Lyon 1
2000;CASAS;JEROME;1;Junior;0;Nouvelle candidature;1;Hommes;67;Section 67 - Biologie des populations et ecologie;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0370800U;;;18;Orleans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Universite;;Hors IDEX;47.3836664;0.6753195;Sciences>Biologie et Biochimie>Section 67 - Biologie des populations et ecologie;Universite François-Rabelais
2000;CAPRON;MONIQUE;2;Senior;0;Nouvelle candidature;2;Femmes;41;Section 41 - Sciences biologiques;11;Pharmacie;4;Sante;1;Professeurs et assimiles;0593560Z;;;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.6312819;3.0756487;Sante>Pharmacie>Section 41 - Sciences biologiques;Universite Lille 2 - Droit et Sante
2000;BROYER;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0691774D;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite Claude Bernard - Lyon 1
2000;BERTOIN;JEAN;1;Junior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0751722P;199712645M;Laboratoire de Probabilites et Modèles Aleatoires;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite Pierre et Marie Curie
2000;ALLEGRE;CLAUDE;2;Senior;1;Reconduction;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0751723R;199712625R;Physique et Chimie des Interactions Geologiques;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite Paris Diderot
2001;VALENTIN;JEAN-MARIE;2;Senior;1;Reconduction;1;Hommes;12;Section 12 - Langues et litteratures germaniques et scandinaves;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751720M;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8481115;2.3426198;Lettres et sciences humaines>Langues et Litteratures>Section 12 - Langues et litteratures germaniques et scandinaves;Universite Paris-Sorbonne
2001;VAGENHEIM;GINETTE;1;Junior;0;Nouvelle candidature;2;Femmes;8;Section 8 - Langues et litteratures anciennes;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0761904G;;;21;Rouen;23;Haute-Normandie;0142382N;Normandie Universite;;Hors IDEX;49.4603349;1.0673087;Lettres et sciences humaines>Langues et Litteratures>Section 8 - Langues et litteratures anciennes;Universite de Rouen
2001;SODINI;JEAN-PIERRE;2;Senior;1;Reconduction;1;Hommes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751717J;;;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite Paris 1 - Pantheon Sorbonne
2001;REAU;REGIS;1;Junior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0350936C;199612304W;Organometalliques et Catalyse : Chimie et electrochimie Moleculaires;14;Rennes;53;Bretagne;0352756F;Universite Bretagne Loire;;Hors IDEX;48.1160566;-1.6741421;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite de Rennes 1
2001;RAIMOND;JEAN-MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0751722P;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite Pierre et Marie Curie
2001;MAURI;FRANCESCO;1;Junior;0;Nouvelle candidature;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;1;Professeurs et assimiles;0751722P;199712636C;Institut de Mineralogie, de Physique des Materiaux et de Cosmochimie;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite Pierre et Marie Curie
2001;HERRERA;CARLOS-MIGUEL;1;Junior;0;Nouvelle candidature;1;Hommes;2;Section 2 - Droit public;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0951793H;;;25;Versailles;11;Île-de-France;0783617H;PRES Universite du Grand Ouest parisien;;Hors IDEX;49.0410253;2.0807764;Droit et sciences economiques>Droit et Science politique>Section 2 - Droit public;Universite de Cergy-Pontoise
2001;DUMAS;CHRISTIAN;2;Senior;1;Reconduction;1;Hommes;66;Section 66 - Physiologie;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0694123G;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Sciences>Biologie et Biochimie>Section 66 - Physiologie;ecole normale superieure de Lyon
2002;SOULILLOU;JEAN-PAUL;2;Senior;0;Nouvelle candidature;1;Hommes;47;Section 47 - Hematologie, immunologie, transfusion, cancerologie et genetique, (biologie et pathologie);14;Medecine;4;Sante;1;Professeurs et assimiles;0440984F;;;17;Nantes;52;Pays de la Loire;0442665H;PRES Universite Nantes Angers Maine;;Hors IDEX;47.2096489;-1.5557859;Sante>Medecine>Section 47 - Hematologie, immunologie, transfusion, cancerologie et genetique, (biologie et pathologie);Universite de Nantes
2002;SAUREL;RICHARD;1;Junior;0;Nouvelle candidature;1;Hommes;62;Section 62 - Energetique, genie des procedes;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;1;Professeurs et assimiles;0134009M;;;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 62 - Energetique, genie des procedes;Aix-Marseille universite
