annee;nom;prenom;code_categorie_iuf;categorie_iuf;code_reconduction_iuf;reconduction_iuf;code_sexe;sexe;code_section_cnu;section_cnu;code_groupe_cnu;groupe_cnu;code_secteur_cnu;secteur_disciplinaire;code_groupe_corps;groupe_de_corps;code_uai;numero_national_de_structure_de_recherche;unite_de_recherche;code_academie;academie;code_region;region;code_pres;pres;code_idex;idex;latitude;longitude;discipline_nomenclature;etablissement
2002;RYKNER;ARNAUD;1;Junior;0;Nouvelle candidature;1;Hommes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0311383K;199113237G;"Equipe de Recherche ""Lettres, Langages et Arts""";16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5776961;1.4040219;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite Toulouse - Jean Jaurès
2002;MEYER;DOMINIQUE;2;Senior;1;Reconduction;2;Femmes;47;Section 47 - Hematologie, immunologie, transfusion, cancerologie et genetique, (biologie et pathologie);14;Medecine;4;Sante;1;Professeurs et assimiles;0911101C;;;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sante>Medecine>Section 47 - Hematologie, immunologie, transfusion, cancerologie et genetique, (biologie et pathologie);Universite Paris-Sud
2002;JAOUEN;GERARD;2;Senior;1;Reconduction;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0753375L;;;1;Paris;11;Île-de-France;;Hors PRES;;Hors IDEX;48.8445394;2.344079;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;ecole nationale superieure de chimie de Paris
2002;JAFFRIN;MICHEL;2;Senior;1;Reconduction;1;Hommes;60;Section 60 - Mecanique, genie mecanique, genie civil;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;1;Professeurs et assimiles;0601223D;198211668R;Biomecanique et Bioingenierie;20;Amiens;22;Picardie;0512141A;Universite de Champagne;;Hors IDEX;49.4148346;2.8178771;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 60 - Mecanique, genie mecanique, genie civil;Universite de technologie de Compiègne
2002;HATON;JEAN-PAUL;2;Senior;1;Reconduction;1;Hommes;27;Section 27 - Informatique;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0542493S;;;12;Nancy-Metz;41;Lorraine;0542471T;PRES Universite de Lorraine;;Hors IDEX;48.696236;6.176543;Sciences>Mathematiques et Informatique>Section 27 - Informatique;Universite de Lorraine
2002;GAUVARD;CLAUDE;2;Senior;1;Reconduction;2;Femmes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751717J;;;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite Paris 1 - Pantheon Sorbonne
2002;EMSLEY;LYNDON;1;Junior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0694123G;199811976F;Stereochimie et Interactions Moleculaires;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;ecole normale superieure de Lyon
2002;DUJON;BERNARD;2;Senior;1;Reconduction;1;Hommes;64;Section 64 - Biochimie et biologie moleculaire;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0751722P;200116973Z;Genetique Moleculaire des Levures;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Biologie et Biochimie>Section 64 - Biochimie et biologie moleculaire;Universite Pierre et Marie Curie
2002;COURTINE;JEAN-FRANCOIS;2;Senior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751720M;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8481115;2.3426198;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite Paris-Sorbonne
2002;ARNOLD;MATTHIEU;1;Junior;0;Nouvelle candidature;1;Hommes;77;Section 77 - Theologie protestante;20;Theologie;2;Lettres et sciences humaines;1;Professeurs et assimiles;0673021V;200114677D;Groupe de Recherches sur les Non-Conformistes Religieux des 16ème et 17ème et l'Histoire des Protestantismes;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Lettres et sciences humaines>Theologie>Section 77 - Theologie protestante;Universite de Strasbourg
2003;REY;PATRICK;2;Senior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0311382J;;;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.60635;1.4356166;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Toulouse 1 - Capitole
2003;RAMPON;CLAIRE;1;Junior;0;Nouvelle candidature;2;Femmes;69;Section 69 - Neurosciences;10;Biologie et Biochimie;3;Sciences;2;Maîtres de conferences et assimiles;0911101C;200311842N;Centre de Recherches sur la Cognition Animale;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Biologie et Biochimie>Section 69 - Neurosciences;Universite Paris-Sud
2003;PIRONNEAU;OLIVIER;2;Senior;1;Reconduction;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0751722P;199712644L;Laboratoire Jacques-Louis Lions;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite Pierre et Marie Curie
2003;LHUILLIER;CLAIRE;2;Senior;1;Reconduction;2;Femmes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0751722P;199711672E;Laboratoire de Physique Theorique de la Matière Condensee;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite Pierre et Marie Curie
2003;LAZEGA;EMMANUEL;2;Senior;0;Nouvelle candidature;1;Hommes;19;Section 19 - Sociologie, demographie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0593559Y;;;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.611588;3.1424952;Lettres et sciences humaines>Sciences humaines>Section 19 - Sociologie, demographie;Universite Lille 1 - Sciences technologies
2003;FABRE;GUILHEM;2;Senior;0;Nouvelle candidature;1;Hommes;15;Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0762762P;199812889Y;Centre d'etude sur la Chine Moderne et Contemporaine;21;Rouen;23;Haute-Normandie;0142382N;Normandie Universite;;Hors IDEX;49.4963819;0.1293468;Lettres et sciences humaines>Langues et Litteratures>Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;Universite du Havre
2003;BROCHARD WYART;FRANCOISE;2;Senior;0;Nouvelle candidature;2;Femmes;31;Section 31 - Chimie theorique, physique, analytique;7;Chimie;3;Sciences;1;Professeurs et assimiles;0751722P;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Chimie>Section 31 - Chimie theorique, physique, analytique;Universite Pierre et Marie Curie
2003;BENOIST;JOCELYN;1;Junior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0751717J;;;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite Paris 1 - Pantheon Sorbonne
2003;BASCH;SOPHIE;1;Junior;0;Nouvelle candidature;2;Femmes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0860856N;;;13;Poitiers;54;Poitou-Charentes;0861420B;Universite confederale Leonard de Vinci;;Hors IDEX;46.5857078;0.3458139;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite de Poitiers
2003;BARLET;DANIEL;2;Senior;1;Reconduction;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0542493S;199712570F;Institut elie Cartan de Lorraine;12;Nancy-Metz;41;Lorraine;0542471T;PRES Universite de Lorraine;;Hors IDEX;48.696236;6.176543;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite de Lorraine
2004;SCAZZOCCHIO;CLAUDIO;2;Senior;1;Reconduction;1;Hommes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0911101C;199812946K;Institut de Genetique et Microbiologie;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Universite Paris-Sud
2004;ROYET;JULIEN;1;Junior;0;Nouvelle candidature;1;Hommes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0673021V;200812261X;Institut de Biologie du Developpement de Marseille-Luminy;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Universite de Strasbourg
2004;RENAULT;REGIS;1;Junior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0951793H;200612831A;Theorie economique, Modelisation et Applications;25;Versailles;11;Île-de-France;0783617H;PRES Universite du Grand Ouest parisien;;Hors IDEX;49.0410253;2.0807764;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite de Cergy-Pontoise
2004;PILENI;MARIE-PAULE;2;Senior;1;Reconduction;2;Femmes;31;Section 31 - Chimie theorique, physique, analytique;7;Chimie;3;Sciences;1;Professeurs et assimiles;0751722P;200112462W;Laboratoire des Materiaux Mesoscopiques et Nanometriques;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Chimie>Section 31 - Chimie theorique, physique, analytique;Universite Pierre et Marie Curie
2004;DESREUMAUX;PIERRE;1;Junior;0;Nouvelle candidature;1;Hommes;52;Section 52 - Maladie des appareils digestif et urinaire;14;Medecine;4;Sante;1;Professeurs et assimiles;0593560Z;;;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.6312819;3.0756487;Sante>Medecine>Section 52 - Maladie des appareils digestif et urinaire;Universite Lille 2 - Droit et Sante
2004;DANLOS;LAURENCE;2;Senior;0;Nouvelle candidature;2;Femmes;7;Section 7 - Sciences du langage : linguistique et phonetique generales;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751723R;200012753S;Langues, Textes, Traitements Informatiques, Cognition;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Lettres et sciences humaines>Langues et Litteratures>Section 7 - Sciences du langage : linguistique et phonetique generales;Universite Paris Diderot
2005;VAN DER BEEK;PIETER;1;Junior;0;Nouvelle candidature;1;Hommes;36;Section 36 - Terre solide : geodynamique des enveloppes superieures, paleo-biosphère;8;Sciences de la terre;3;Sciences;2;Maîtres de conferences et assimiles;0383493R;199911720Y;Laboratoire de Geodynamique des Chaines Alpines;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Sciences de la terre>Section 36 - Terre solide : geodynamique des enveloppes superieures, paleo-biosphère;Universite de Grenoble Alpes
2005;QUEMIN;ALAIN;1;Junior;0;Nouvelle candidature;1;Hommes;19;Section 19 - Sociologie, demographie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0772502B;200212790Y;Laboratoire Techniques, Territoires et Societes;24;Creteil;11;Île-de-France;0772710C;Universite Paris-Est;;Hors IDEX;48.8400979;2.5862494;Lettres et sciences humaines>Sciences humaines>Section 19 - Sociologie, demographie;Universite Paris-Est Marne-la-Vallee
2005;MARTIN;PHILIPPE;1;Junior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0751717J;200114672Y;Service d'etude de l'Activite economique;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Paris 1 - Pantheon Sorbonne
2005;COMBESCOT;ROLAND;2;Senior;0;Nouvelle candidature;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;1;Professeurs et assimiles;0751722P;199812878L;Laboratoire de Physique Statistique de l'ENS;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite Pierre et Marie Curie
2005;CHANKOWSKI;VERONIQUE;1;Junior;0;Nouvelle candidature;2;Femmes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0593561A;200212798G;Histoire, Archeologie, Litteratures des Mondes Anciens;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.626623;3.125444;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite Lille 3 - Charles-de-Gaulle
2005;CERVEAU;DOMINIQUE;2;Senior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0350936C;199612396W;Institut de Recherche Mathematique de Rennes;14;Rennes;53;Bretagne;0352756F;Universite Bretagne Loire;;Hors IDEX;48.1160566;-1.6741421;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite de Rennes 1
2005;CAPRON;MONIQUE;2;Senior;1;Reconduction;2;Femmes;41;Section 41 - Sciences biologiques;11;Pharmacie;4;Sante;1;Professeurs et assimiles;0593560Z;200216259U;Schistosomiase, Paludisme et Inflammation;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.6312819;3.0756487;Sante>Pharmacie>Section 41 - Sciences biologiques;Universite Lille 2 - Droit et Sante
2005;BOCQUET;LYDERIC;1;Junior;0;Nouvelle candidature;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;1;Professeurs et assimiles;0691774D;199512022U;Laboratoire de Physique de la Matière Condensee et Nanostructures;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite Claude Bernard - Lyon 1
2005;BEGUE;LAURENT;1;Junior;0;Nouvelle candidature;1;Hommes;16;Section 16 - Psychologie, psychologie clinique, psychologie sociale;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0383493R;200715389B;Laboratoire Interuniversitaire de Psychologie - Personnalite, Cognition, Changement Social;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Lettres et sciences humaines>Sciences humaines>Section 16 - Psychologie, psychologie clinique, psychologie sociale;Universite de Grenoble Alpes
2005;BARTHE;FRANCK;1;Junior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0311384L;200711888W;Institut de Mathematiques de Toulouse;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5570857;1.4660794;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite de Toulouse 3 - Paul Sabatier
2006;XIFARAS;MIKHAIL;1;Junior;0;Nouvelle candidature;1;Hommes;1;Section 1 - Droit prive et sciences criminelles;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0450855K;200112448F;Cevipof Centre de Recherches Politiques de Sciences Po;18;Orleans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Universite;;Hors IDEX;47.8482037;1.9320773;Droit et sciences economiques>Droit et Science politique>Section 1 - Droit prive et sciences criminelles;Universite d'Orleans
2006;VILLANI;CEDRIC;1;Junior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0694123G;199812077R;Unite de Mathematiques Pures et Appliquees;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;ecole normale superieure de Lyon
2006;TRAUTMANN WALLER;CELINE;1;Junior;0;Nouvelle candidature;2;Femmes;12;Section 12 - Langues et litteratures germaniques et scandinaves;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751719L;199213044T;Centre de Recherches sur les Societes et Cultures des Pays de Langue Allemande aux XIXème et XXème Siècles;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8488885;2.3430495;Lettres et sciences humaines>Langues et Litteratures>Section 12 - Langues et litteratures germaniques et scandinaves;Universite Sorbonne Nouvelle - Paris 3
2006;THERENTY;MARIE-EVE;1;Junior;0;Nouvelle candidature;2;Femmes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0341089Z;;;11;Montpellier;91;Languedoc-Roussillon;0342255S;Languedoc-Roussillon Universites;;Hors IDEX;43.636782;3.8672999;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite Montpellier 3 - Paul-Valery
2010;LEDOUX;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0311384L;200711888W;Institut de Mathematiques de Toulouse;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5570857;1.4660794;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite de Toulouse 3 - Paul Sabatier
2010;CAUPIN;FREDERIC;1;Junior;0;Nouvelle candidature;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;1;Professeurs et assimiles;0691774D;199812878L;Laboratoire de Physique Statistique de l'ENS;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite Claude Bernard - Lyon 1
